Datetime,predicted_Zone1,predicted_Zone2,predicted_Zone3
1/29/2017 8:10,27112.611,18055.258,13282.036
4/7/2017 19:40,30022.186,19037.322,15752.379
1/17/2017 10:50,29698.324,18363.777,12088.382
10/18/2017 16:50,33863.31,21399.783,19779.61
7/8/2017 7:50,33430.56,21813.736,19541.34
8/11/2017 21:40,42431.96,28139.469,31414.744
9/14/2017 0:10,35184.184,23000.41,21191.156
10/17/2017 11:00,30025.092,18764.611,15351.891
3/4/2017 11:30,25647.26,17407.697,11832.831
8/18/2017 14:00,32234.432,21236.236,17088.133
11/28/2017 4:00,28787.709,18745.564,15024.339
5/14/2017 6:30,33120.637,21752.379,18399.684
9/16/2017 2:50,36279.336,23846.22,22521.22
1/13/2017 10:00,28953.824,18348.723,14009.389
8/21/2017 21:50,35302.38,22958.889,23102.527
4/23/2017 3:30,30197.186,19073.873,15879.911
4/11/2017 20:40,31185.19,19945.01,16436.738
2/23/2017 20:40,30648.549,19849.205,16051.283
10/26/2017 6:10,34525.52,22640.898,20203.207
7/13/2017 23:20,35087.55,22535.62,22797.113
12/11/2017 11:00,25486.69,15920.014,10155.187
7/10/2017 22:50,40626.934,27013.922,29414.062
3/1/2017 22:30,30590.66,19522.248,16058.807
8/4/2017 3:10,37526.887,24610.715,25947.953
2/11/2017 21:20,28791.758,18471.63,15336.858
1/30/2017 0:50,30847.469,20380.564,17426.74
10/2/2017 5:20,32527.22,21123.33,19427.506
5/5/2017 8:30,29061.72,17820.361,13399.618
1/21/2017 10:00,22881.615,15093.749,8711.603
11/28/2017 15:30,28737.547,19046.498,15004.681
3/3/2017 18:10,30193.537,20121.145,17325.459
1/24/2017 23:30,26889.713,18458.455,15337.993
8/24/2017 16:40,36195.59,23073.912,21826.984
9/18/2017 10:00,29404.072,19411.791,16577.783
6/7/2017 23:00,33758.816,21257.965,19655.936
9/14/2017 15:00,34460.902,23329.62,18005.498
4/11/2017 3:20,30430.03,19189.637,16038.317
4/29/2017 7:40,28010.059,18417.863,12864.294
6/1/2017 13:40,31840.549,20993.96,16223.702
2/14/2017 6:40,31031.799,20789.623,16283.803
1/16/2017 0:50,32608.26,21753.436,17623.432
5/27/2017 17:50,30033.504,19682.83,15977.684
2/5/2017 18:40,29349.896,20220.158,15373.1455
1/1/2017 8:10,26034.7,18315.154,15535.236
6/26/2017 12:40,34822.207,22313.787,19778.672
9/10/2017 20:50,34856.605,21979.4,21169.785
7/14/2017 15:50,36405.504,23203.564,21552.436
7/3/2017 20:50,35519.684,22821.361,23382.553
7/21/2017 7:50,36353.246,24827.541,22039.418
11/12/2017 0:20,31733.463,20409.111,16914.188
7/27/2017 21:40,37911.277,24588.527,26479.596
4/30/2017 11:50,35462.05,22390.357,19211.617
3/10/2017 14:00,31882.299,21992.705,14976.817
6/2/2017 15:50,30504.197,20348.33,15406.7705
9/3/2017 15:40,38234.76,24144.982,22592.56
12/28/2017 17:40,30989.428,21340.322,15154.455
3/28/2017 14:00,38645.293,24026.104,19966.732
11/30/2017 15:10,30224.197,20488.178,14518.849
3/23/2017 11:20,30097.57,19599.898,12627.418
12/10/2017 12:00,27435.643,18105.16,11182.741
6/6/2017 5:10,33443.082,20870.035,19346.863
9/30/2017 15:20,32000.574,20576.53,17819.758
5/24/2017 18:40,29790.643,19845.877,16887.771
4/7/2017 11:50,28204.328,17887.338,13308.121
1/23/2017 5:20,28135.56,18326.709,15266.209
1/23/2017 17:00,29637.566,20073.322,13354.358
4/2/2017 23:50,30347.654,19104.68,15997.166
11/4/2017 21:20,31777.4,20213.834,17074.45
3/1/2017 21:20,31183.258,20043.723,16408.035
3/27/2017 0:40,29396.475,18634.75,15537.257
3/19/2017 16:00,28862.79,19486.643,13180.177
8/4/2017 12:20,35716.38,23398.791,21609.504
9/16/2017 7:00,32590.207,20631.322,18238.156
3/21/2017 19:00,31382.291,20307.857,16395.816
5/21/2017 13:20,31395.44,20471.338,15186.157
10/7/2017 8:00,29091.963,19057.754,15509.981
11/30/2017 3:20,29220.678,18776.182,15453.265
12/21/2017 5:50,31930.502,20822.365,16999.824
11/27/2017 16:10,31461.338,21136.303,16037.644
9/16/2017 8:40,31864.152,20462.756,17179.914
7/17/2017 22:00,39884.402,26212.557,28817.531
10/2/2017 17:30,35894.67,23316.76,22832.873
4/5/2017 13:20,28790.535,18738.588,13430.61
5/5/2017 15:10,39119.844,24376.625,21740.51
12/26/2017 21:50,32183.465,21713.248,17146.805
10/25/2017 18:10,34711.816,22338.363,20649.26
5/1/2017 19:20,36585.168,24940.885,22347.8
12/17/2017 8:30,26972.955,17439.965,14983.815
9/6/2017 11:00,31179.404,19783.443,16617.844
1/10/2017 12:20,28272.564,19448.432,12145.019
10/26/2017 7:40,34882.047,23018.31,20584.994
5/20/2017 10:00,36141.676,20770.375,17913.082
3/7/2017 16:20,35729.535,21383.447,17208.41
10/28/2017 4:00,28161.857,18419.543,14349.179
11/18/2017 12:50,28428.697,18645.734,14234.6455
5/12/2017 16:50,34193.277,20138.123,17396.764
6/3/2017 7:20,30044.977,19079.74,15248.53
10/22/2017 3:10,30725.15,19822.645,17142.45
11/16/2017 1:50,29961.736,19065.791,15733.988
3/16/2017 1:30,28416.459,18331.834,15271.517
11/23/2017 0:20,25175.758,16908.164,11444.925
10/26/2017 5:50,34713.637,22781.389,20433.121
8/9/2017 17:10,38888.94,25184.56,24089.916
7/2/2017 21:30,35448.934,22772.854,23282.805
9/25/2017 20:20,33283.49,21422.09,20400.9
7/1/2017 9:40,34016.4,21809.107,19088.695
9/19/2017 6:40,33192.47,21339.691,20271.785
3/29/2017 11:00,45494.406,27272.451,23450.805
3/31/2017 1:00,31909.047,20345.957,17200.95
11/25/2017 4:00,33024.582,22021.953,18120.6
4/7/2017 21:00,30260.316,19260.494,15887.948
6/24/2017 16:10,32576.463,21012.592,18089.113
6/2/2017 11:20,30923.236,20296.084,15707.173
3/17/2017 13:40,29809.08,18114.785,12649.085
2/5/2017 14:40,28655.72,20896.357,10845.271
2/19/2017 8:50,30080.697,19628.256,15179.327
12/13/2017 6:50,31115.904,21022.266,16296.123
3/17/2017 11:10,29019.752,17919.164,12072.224
11/25/2017 23:00,29253.916,19100.498,15588.024
7/21/2017 13:00,48803.168,30227.107,29963.477
7/11/2017 0:30,39172.6,26114.232,27784.621
12/29/2017 3:50,30925.871,21083.338,16183.685
11/19/2017 12:50,29552.102,19253.35,15029.375
8/9/2017 5:20,36201.97,23213.535,24258.1
3/25/2017 17:10,34868.848,21862.67,16482.121
8/31/2017 5:40,33853.246,21826.195,21163.918
3/26/2017 10:00,35465.66,21194.613,17046.164
2/10/2017 23:10,26687.35,17644.422,12794.13
11/17/2017 23:40,29618.1,18634.834,15638.127
4/21/2017 7:10,30277.084,18828.143,15772.89
1/15/2017 5:50,27886.34,17682.13,15233.111
4/19/2017 9:40,28139.848,19204.428,11895.932
12/16/2017 21:20,29554.607,18857.242,15572.517
8/31/2017 8:10,31763.473,20829.295,19016.95
5/22/2017 18:40,32460.525,20802.992,17818.203
7/10/2017 7:50,30766.498,20245.363,16920.152
1/10/2017 11:20,28558.795,19503.533,12723.874
9/26/2017 1:40,31413.229,20239.768,17980.348
6/4/2017 21:20,33781.082,21363.057,19638.541
12/10/2017 8:50,26300.662,16783.607,13634.405
10/24/2017 11:30,27962.08,18609.898,14459.263
9/26/2017 3:50,31084.984,20033.674,17573.508
5/7/2017 3:20,32920.715,21709.3,18102.59
1/25/2017 5:30,26026.062,18068.377,15914.461
5/27/2017 11:40,33703.33,21484.33,18395.117
1/22/2017 17:50,30808.324,20794.97,15145.635
4/22/2017 2:20,29406.191,18440.568,15576.513
6/20/2017 4:40,33676.62,21190.62,19558.426
4/4/2017 8:20,28541.873,17853.758,13773.778
7/19/2017 14:50,46035.637,28708.879,29285.988
9/17/2017 15:40,34870.99,22407.006,19730.79
7/15/2017 7:00,34895.91,22550.092,22871.725
6/7/2017 13:10,31876.666,20239.756,16451.291
6/8/2017 14:30,33077.348,21730.424,16961.34
10/6/2017 18:20,36132.324,24069.97,24202.842
4/27/2017 2:40,30029.535,19433.379,15750.581
1/7/2017 10:50,26519.107,17889.732,10724.567
1/31/2017 5:40,30121.47,19531.742,16526.465
3/24/2017 13:20,31388.516,20011.227,13912.078
12/29/2017 6:40,30308.691,20635.531,15898.392
10/20/2017 2:00,31911.418,20537.598,18593.955
8/14/2017 15:30,39317.496,24815.832,23602.523
7/6/2017 12:20,40378.37,25381.281,24310.629
11/11/2017 4:00,33800.25,22032.77,19341.285
6/15/2017 14:50,36522.004,24219.506,18568.58
5/25/2017 17:00,31453.76,20249.24,17082.283
3/5/2017 18:20,27207.9,18639.135,13515.64
8/29/2017 10:50,31647.084,20689.646,18846.613
6/24/2017 6:20,31052.658,20103.768,17610.867
2/17/2017 8:20,28705.576,18871.08,15269.227
5/21/2017 16:50,30254.191,20847.736,14468.337
3/25/2017 4:00,28626.973,19197.379,15413.96
3/19/2017 4:10,27572.502,17531.918,15228.826
4/21/2017 6:20,30565.074,19019.281,16221.834
9/14/2017 2:40,35333.613,23057.768,21400.736
5/26/2017 21:00,32073.021,20661.043,18807.523
7/16/2017 5:50,35751.883,22936.225,23674.996
9/30/2017 9:30,28837.797,18990.734,15245.268
2/13/2017 13:40,29153.174,20350.447,12764.429
11/15/2017 2:10,29670.59,18727.574,15642.481
8/6/2017 8:50,34281.98,22224.115,22274.36
7/23/2017 13:10,46871.34,29170.402,29479.418
1/3/2017 13:50,28107.357,19625.123,11866.042
10/20/2017 1:20,31893.13,20527.867,18571.832
7/4/2017 23:20,35219.49,22625.75,22975.848
4/1/2017 0:50,31398.56,19770.043,16779.38
5/16/2017 18:10,29214.404,19373.643,15384.144
12/14/2017 10:30,29010.451,19268.729,13759.508
12/13/2017 23:50,31598.602,21439.82,16607.543
8/4/2017 23:50,35634.05,22877.047,23524.115
2/15/2017 22:20,31376.303,20743.662,16486.395
10/22/2017 22:10,32749.57,21099.82,19689.89
2/20/2017 21:30,27955.912,17887.162,15241.804
5/2/2017 23:20,35553.67,23751.34,21287.678
1/23/2017 10:50,30614.229,18053.854,12855.694
6/28/2017 3:20,34166.684,22053.963,21583.719
4/13/2017 19:30,31824.738,20273.17,17093.691
6/6/2017 4:20,33464.84,20905.037,19362.312
2/8/2017 21:00,25377.021,16975.713,11648.372
11/6/2017 19:00,33915.63,21893.205,19594.42
3/7/2017 5:40,26891.549,17463.992,15290.728
2/22/2017 10:50,35232.523,20881.613,16564.762
7/23/2017 15:00,44898.02,28027.037,28467.398
12/15/2017 14:20,29637.18,20130.674,14001.757
9/26/2017 18:00,32309.326,21238.975,19856.84
3/12/2017 15:00,31393.596,21693.773,14739.117
7/26/2017 13:10,45834.902,28559.81,29207.906
6/23/2017 5:40,31106.482,20156.549,17663.031
11/8/2017 8:10,31895.514,20173.646,17228.883
11/11/2017 22:00,32044.379,20576.441,17291.469
9/8/2017 23:50,34039.547,21381.393,20202.016
3/16/2017 17:30,28780.244,18639.404,13792.671
3/9/2017 2:00,28867.344,18265.174,15395.839
3/6/2017 13:20,28426.275,19529.193,11982.302
1/19/2017 9:20,27747.748,18275.527,14238.702
10/29/2017 0:20,30133.697,19511.42,16514.104
7/16/2017 16:00,35010.293,22562.596,21285.637
11/24/2017 9:50,25532.791,18051.482,11052.725
6/29/2017 9:20,32465.62,21117.268,18198.883
3/31/2017 11:50,31825.736,21644.53,15533.272
4/5/2017 12:40,29726.291,19038.46,14377.32
2/3/2017 6:30,27949.65,18301.604,14152.347
12/29/2017 1:10,31346.078,21387.92,16427.25
3/13/2017 6:50,27048.176,17470.861,15208.067
10/23/2017 11:30,27848.896,18570.615,14799.167
11/28/2017 8:40,28856.408,18828.623,15166.913
3/4/2017 7:30,28910.36,18806.77,15175.669
7/8/2017 15:50,37660.902,23919.266,22725.902
3/24/2017 15:30,38223.49,22744.445,17913.832
12/29/2017 7:20,30158.02,20504.664,15840.025
4/7/2017 1:50,29543.967,18776.918,15587.132
7/9/2017 6:40,33145.03,21446.197,20523.207
11/6/2017 2:40,32942.6,21040.084,18465.66
10/2/2017 7:10,32571.385,21350.34,19513.242
1/6/2017 6:30,27022.912,17512.58,15220.339
9/5/2017 12:30,33876.527,22369.912,17583.832
10/7/2017 3:30,31060.553,20307.053,17646.621
10/10/2017 14:00,33114.758,22195.623,18019.863
1/3/2017 22:50,27066.17,17655.146,15241.356
7/26/2017 19:10,47622.793,30481.49,34736.246
1/8/2017 11:10,29588.844,19957.088,13826.871
8/31/2017 15:40,40915.82,25766.514,25564.746
11/22/2017 2:40,28215.797,18827.242,14473.989
11/23/2017 0:30,25027.24,16824.918,11342.157
4/4/2017 3:50,30573.719,19390.227,16092.413
12/22/2017 1:50,31491.244,20348.748,16622.975
9/30/2017 9:40,28968.771,19093.229,15508.662
9/28/2017 6:50,32207.756,20735.488,18975.057
9/9/2017 10:50,30985.822,20847.918,16060.963
2/27/2017 23:10,30838.926,20281.846,16152.606
8/7/2017 13:10,38857.746,24913.463,24091.283
10/1/2017 0:00,30936.283,19954.426,17395.691
5/27/2017 8:30,27679.227,18426.295,14552.634
1/11/2017 21:20,30147.83,19670.787,15796.866
4/23/2017 13:20,32462.107,20403.143,15982.52
10/20/2017 4:00,30466.076,19676.756,16844.076
1/13/2017 10:30,29124.076,18545.275,13843.003
2/3/2017 22:30,30060.086,19630.574,15758.237
11/17/2017 8:10,28246.637,18277.781,14729.537
3/19/2017 13:50,28143.648,18547.209,12547.148
6/12/2017 5:30,32526.248,21078.432,17788.52
2/21/2017 23:00,30738.268,20262.4,16099.789
8/1/2017 13:20,37476.523,24130.342,22566.334
4/6/2017 16:00,28870.725,18470.713,13640.562
9/24/2017 4:30,33036.87,21267.61,20071.77
2/4/2017 11:50,30595.396,18616.535,12598.825
8/22/2017 21:40,34810.043,22848.564,22450.52
8/30/2017 5:40,34848.707,22359.701,22474.336
3/6/2017 5:20,29401.604,19064.457,15484.466
3/28/2017 5:30,29937.877,19011.92,15721.505
7/15/2017 13:00,38233.957,24574.38,23082.67
1/12/2017 14:20,29427.861,18689.838,13132.704
5/10/2017 7:50,28325.451,18575.799,14743.193
9/7/2017 20:40,35620.91,22844.932,21956.182
12/13/2017 16:40,30808.69,20623.756,15900.504
11/27/2017 1:20,28651.365,18246.9,15323.89
1/31/2017 6:30,30236.564,19622.76,16674.875
5/1/2017 13:20,35886.938,23625.424,18107.43
2/4/2017 17:50,28699.936,19918.197,12502.1
12/4/2017 3:40,27482.438,18062.668,13630.202
4/1/2017 4:10,31532.275,20012.486,16834.416
11/6/2017 7:30,32608.322,20802.05,18050.797
5/19/2017 0:40,33338.98,21590.152,18829.992
7/30/2017 22:50,35614.55,23170.947,23514.504
8/22/2017 10:50,37390.34,23699.97,21803.535
5/6/2017 23:50,32846.473,21151.24,18263.422
2/23/2017 19:50,28712.266,18677.236,15053.703
8/12/2017 2:40,39788.777,26458.6,28516.555
9/24/2017 13:30,31982.574,20813.545,18238.004
8/18/2017 7:30,32927.74,21232.174,18340.213
4/6/2017 2:50,31571.291,20625.572,16647.738
1/7/2017 19:20,29117.475,18704.645,15417.704
8/31/2017 11:20,38523.75,24262.275,23055.242
5/3/2017 0:00,35484.254,23729.158,21186.87
5/9/2017 13:10,32471.146,20891.162,17779.494
12/29/2017 14:10,29361.37,21094.076,12192.839
2/7/2017 8:50,27842.9,19307.238,13525.528
7/17/2017 12:50,40504.754,25496.03,24547.008
6/9/2017 3:10,33861.168,21842.424,19539.041
10/18/2017 12:10,31383.412,19699.79,16658.018
7/28/2017 5:20,36650.605,23811.74,24848.037
6/8/2017 14:00,33454.426,21876.4,17164.809
7/28/2017 23:30,38330.477,25219.25,26922.932
12/11/2017 3:40,26667.729,17417.4,15422.231
2/2/2017 13:40,37609.91,21888.842,16751.469
5/17/2017 13:10,34437.465,21867.818,18690.803
7/23/2017 0:00,39162.023,26143.99,27761.176
2/6/2017 17:30,29575.166,20972.014,12877.45
11/13/2017 12:50,30377.623,20985.18,14631.577
7/23/2017 1:50,37452.48,24983.928,25760.219
3/8/2017 11:30,28147.928,19101.242,11892.038
8/26/2017 15:40,34922.035,22273.338,20364.996
1/1/2017 4:40,26103.936,18246.115,15525.206
7/10/2017 13:10,49506.137,30790.893,31691.592
11/17/2017 18:20,33284.02,21613.41,18727.324
10/19/2017 13:50,31586.266,20661.46,18034.21
7/30/2017 18:10,37118.85,23895.979,22209.191
8/5/2017 4:30,35246.59,22626.086,23005.473
12/13/2017 9:40,30158.393,20323.752,14585.324
5/24/2017 18:30,28933.83,19330.3,15517.168
2/4/2017 21:10,29727.342,20480.924,15735.017
12/10/2017 9:20,26521.193,16742.547,13188.009
1/9/2017 23:30,30843.87,19881.07,16171.462
10/20/2017 16:10,35919.812,23128.09,22342.863
2/1/2017 11:40,38799.41,21969.34,16868.977
9/16/2017 2:10,37128.043,24649.932,23488.754
10/14/2017 19:10,34488.277,22111.014,20393.621
10/30/2017 11:30,28053.021,18694.959,14796.957
8/6/2017 20:00,37502.918,24082.084,25985.822
7/21/2017 5:00,38692.555,26045.945,25144.723
1/28/2017 1:50,27512.178,17976.787,15230.404
5/16/2017 12:00,31374.264,20123.186,16672.127
3/12/2017 18:20,31784.459,21436.584,16255.917
2/24/2017 8:10,28590.775,18960.299,14162.237
10/3/2017 19:20,36921.066,24216.982,25180.35
6/12/2017 3:10,33062.457,21698.37,18336.91
5/22/2017 4:10,31987.227,20380.576,17296.078
5/9/2017 19:40,31589.125,20468.35,18477.701
8/21/2017 9:30,31296.092,20617.549,17561.059
8/22/2017 1:30,35668.863,23332.764,23583.926
11/30/2017 17:50,32260.861,20907.555,17447.926
1/8/2017 23:30,31234.21,20257.83,16410.125
3/26/2017 18:00,30158.184,20179.945,14667.401
3/9/2017 5:50,28923.518,18351.568,15399.483
1/20/2017 5:30,28653.543,19365.69,15453.958
4/20/2017 8:10,30360.963,19630.428,15063.955
1/1/2017 18:10,31079.385,20561.709,16122.973
8/7/2017 16:10,39984.56,25412.154,25991.129
2/6/2017 3:10,30362.818,20978.764,15973.014
9/21/2017 6:20,33019.812,21370.742,20064.105
3/31/2017 3:50,31210.793,19816.686,16518.79
2/4/2017 23:00,29301.393,20286.809,15664.296
8/24/2017 8:20,29074.998,19186.203,15658.475
11/7/2017 4:40,33817.008,21820.08,19472.43
11/10/2017 2:50,30410.262,19060.041,16063.134
11/27/2017 17:30,30153.295,19748.979,16841.09
4/1/2017 14:20,28723.033,18623.562,13576.56
5/20/2017 21:30,32956.246,21100.693,18457.254
9/27/2017 4:30,32856.836,21155.54,19829.535
1/4/2017 14:00,29795.14,20978.291,13435.664
11/14/2017 12:10,30212.33,20802.887,14544.93
3/3/2017 17:20,30104.867,19862.22,16005.388
9/14/2017 10:30,32041.537,21627.947,16349.886
1/3/2017 4:50,28518.799,18377.967,15277.808
6/20/2017 5:40,33958.668,21497.072,19858.59
5/14/2017 7:10,30450.133,20086.486,15549.607
1/19/2017 16:10,28583.598,19532.059,12666.789
9/5/2017 11:00,35028.438,23203.479,18101.39
5/13/2017 7:10,29048.81,18114.318,14002.849
3/25/2017 14:50,37564.613,22922.91,17371.555
8/29/2017 4:30,34855.63,22367.533,22490.53
4/11/2017 8:30,28901.238,18851.521,13637.976
2/26/2017 13:20,30202.92,21151.463,13302.728
2/28/2017 23:40,30545.627,20109.146,15997.513
3/30/2017 8:00,25606.2,17155.46,11916.045
8/31/2017 20:20,36124.98,23499.871,24177.96
11/26/2017 18:50,31843.633,20865.107,18608.367
1/14/2017 9:40,27765.951,18093.777,12215.754
9/12/2017 15:40,35446.242,24393.756,19670.29
1/10/2017 1:30,30497.314,19539.553,15991.351
